patient_id,TCGA-B0-4712,TCGA-B0-4821,TCGA-B0-5081,TCGA-B0-5085,TCGA-B0-5088,TCGA-B0-5106,TCGA-B0-5115,TCGA-B0-5117,TCGA-B0-5696,TCGA-B0-5697,TCGA-B0-5698,TCGA-B0-5702,TCGA-B0-5703,TCGA-B0-5706,TCGA-B0-5709,TCGA-B0-5712,TCGA-B0-5812,TCGA-B8-4148,TCGA-B8-4151,TCGA-B8-4153,TCGA-B8-4619,TCGA-B8-4622,TCGA-B8-5158,TCGA-B8-5159,TCGA-B8-5162,TCGA-B8-5164,TCGA-B8-5165,TCGA-B8-5546,TCGA-B8-5549,TCGA-B8-5550,TCGA-B8-5551,TCGA-B8-5553,TCGA-B8-A54D,TCGA-B8-A54E,TCGA-B8-A54F,TCGA-B8-A54G,TCGA-BP-4164,TCGA-BP-4167,TCGA-BP-4770,TCGA-BP-4782,TCGA-BP-4960,TCGA-BP-4962,TCGA-BP-4965,TCGA-BP-4967,TCGA-BP-4970,TCGA-BP-4971,TCGA-BP-4972,TCGA-BP-4976,TCGA-BP-4977,TCGA-BP-4982,TCGA-BP-4986,TCGA-BP-4988,TCGA-BP-4989,TCGA-BP-4992,TCGA-BP-4994,TCGA-BP-4995,TCGA-BP-4999,TCGA-BP-5000,TCGA-BP-5001,TCGA-BP-5004,TCGA-BP-5006,TCGA-BP-5007,TCGA-BP-5009,TCGA-BP-5010,TCGA-BP-5174,TCGA-BP-5175,TCGA-BP-5180,TCGA-BP-5181,TCGA-BP-5183,TCGA-BP-5184,TCGA-BP-5186,TCGA-BP-5187,TCGA-BP-5189,TCGA-BP-5190,TCGA-BP-5191,TCGA-BP-5192,TCGA-BP-5194,TCGA-BP-5195,TCGA-BP-5196,TCGA-BP-5199,TCGA-BP-5200,TCGA-CJ-4637,TCGA-CJ-4641,TCGA-CJ-4900,TCGA-CJ-4902,TCGA-CJ-4903,TCGA-CJ-4904,TCGA-CJ-4923,TCGA-CJ-6027,TCGA-CJ-6028,TCGA-CJ-6030,TCGA-CJ-6033,TCGA-CZ-4859,TCGA-CZ-4863,TCGA-CZ-4865,TCGA-CZ-5451,TCGA-CZ-5462,TCGA-CZ-5468,TCGA-CZ-5984,TCGA-CZ-5985,TCGA-CZ-5988,TCGA-G6-A5PC,TCGA-G6-A8L7
TCGA-BP-5181,0.11764705882352941,0.0,0.0,0.8823529411764706,0.5294117647058824,0.1764705882352941,0.8823529411764706,0.0,0.2941176470588235,0.0,0.8823529411764706,0.0,0.0,0.0,0.0,0.0,0.8823529411764706,0.0,0.3529411764705882,0.8823529411764706,0.0,0.7058823529411764,0.0,0.0,0.0,0.0,0.39999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.23076923076923078,0.0,0.39999999999999997,0.0,0.5294117647058824,0.8823529411764706,0.0,0.8823529411764706,0.0,0.3529411764705882,0.13333333333333333,0.0,0.0,0.8823529411764706,0.8823529411764706,0.3529411764705882,0.8823529411764706,0.1764705882352941,0.8823529411764706,0.8823529411764706,0.7058823529411764,0.0,0.39999999999999997,0.0,0.13333333333333333,1.0,0.9333333333333335,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.3529411764705882,0.5294117647058824,0.11764705882352941,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.0,0.8823529411764706,0.1764705882352941,0.0,0.0,0.0,0.0,0.0,0.8823529411764706,0.0,0.11764705882352941,0.11764705882352941,0.0,0.0,0.8823529411764706,0.1764705882352941,0.0,0.8823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941
TCGA-BP-5183,0.13333333333333333,0.0,0.0,0.7999999999999999,0.6,0.0,0.7999999999999999,0.0,0.3333333333333333,0.0,0.7999999999999999,0.06666666666666667,0.0,0.0,0.0,0.0,0.7999999999999999,0.0,0.39999999999999997,0.7999999999999999,0.0,0.6,0.0,0.0,0.06666666666666667,0.0,0.46666666666666673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.23076923076923078,0.06666666666666667,0.46666666666666673,0.0,0.39999999999999997,0.7999999999999999,0.06666666666666667,0.7999999999999999,0.06666666666666667,0.19999999999999998,0.19999999999999998,0.0,0.0,0.7999999999999999,0.7999999999999999,0.19999999999999998,0.7999999999999999,0.19999999999999998,0.7999999999999999,0.7999999999999999,0.6,0.0,0.46666666666666673,0.0,0.19999999999999998,0.9333333333333335,1.0,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.19999999999999998,0.6,0.13333333333333333,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.06666666666666667,0.7999999999999999,0.19999999999999998,0.0,0.0,0.0,0.06666666666666667,0.0,0.7999999999999999,0.0,0.13333333333333333,0.13333333333333333,0.0,0.0,0.7999999999999999,0.19999999999999998,0.06666666666666667,0.7999999999999999,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.13333333333333333
TCGA-BP-5184,0.0,0.0,0.0,1.0,0.42857142857142855,0.16666666666666666,1.0,0.0,0.15,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2857142857142857,0.8571428571428571,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.39999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.39999999999999997,0.0,0.5714285714285714,1.0,0.0,1.0,0.0,0.42857142857142855,0.0,0.0,0.0,1.0,1.0,0.42857142857142855,0.8571428571428571,0.14285714285714285,1.0,1.0,0.8571428571428571,0.0,0.39999999999999997,0.0,0.0,0.8823529411764706,0.7999999999999999,1.0,1.0,1.0,0.42857142857142855,0.42857142857142855,0.0,1.0,1.0,1.0,0.0,1.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.15,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-BP-5186,0.0,0.0,0.0,1.0,0.42857142857142855,0.16666666666666666,1.0,0.0,0.15,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2857142857142857,0.8571428571428571,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.39999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.39999999999999997,0.0,0.5714285714285714,1.0,0.0,1.0,0.0,0.42857142857142855,0.0,0.0,0.0,1.0,1.0,0.42857142857142855,0.8571428571428571,0.14285714285714285,1.0,1.0,0.8571428571428571,0.0,0.39999999999999997,0.0,0.0,0.8823529411764706,0.7999999999999999,1.0,1.0,1.0,0.42857142857142855,0.42857142857142855,0.0,1.0,1.0,1.0,0.0,1.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.15,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-BP-5187,0.0,0.0,0.0,1.0,0.42857142857142855,0.16666666666666666,1.0,0.0,0.15,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2857142857142857,0.8571428571428571,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.39999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.39999999999999997,0.0,0.5714285714285714,1.0,0.0,1.0,0.0,0.42857142857142855,0.0,0.0,0.0,1.0,1.0,0.42857142857142855,0.8571428571428571,0.14285714285714285,1.0,1.0,0.8571428571428571,0.0,0.39999999999999997,0.0,0.0,0.8823529411764706,0.7999999999999999,1.0,1.0,1.0,0.42857142857142855,0.42857142857142855,0.0,1.0,1.0,1.0,0.0,1.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.15,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-BP-5189,0.44999999999999996,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.6666666666666666,0.42857142857142855,0.0,0.6,0.0,0.2857142857142857,0.0,0.0,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.1764705882352941,0.14285714285714285,0.2857142857142857,0.0,0.42857142857142855,0.5714285714285714,0.0,0.0,0.0,0.19999999999999998,0.0,0.0,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.42857142857142855,0.5714285714285714,0.14285714285714285,0.0,0.5714285714285714,0.14285714285714285,0.1875,0.0,0.19999999999999998,0.5714285714285714,0.2857142857142857,0.42857142857142855,0.0,0.42857142857142855,0.0,1.0,0.39999999999999997,0.0,0.0,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.19999999999999998,0.1875,0.6,0.3529411764705882,0.19999999999999998,0.42857142857142855,0.42857142857142855,0.42857142857142855,1.0,0.14285714285714285,0.44999999999999996,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.39999999999999997,0.42857142857142855,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.15789473684210525,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.44999999999999996,0.44999999999999996,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.15,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.44999999999999996
TCGA-BP-5190,0.0,0.0,0.0,0.42857142857142855,0.5714285714285714,0.0,0.42857142857142855,0.0,0.44999999999999996,0.3,0.5714285714285714,0.0,0.42857142857142855,0.0,0.14285714285714285,0.5714285714285714,0.42857142857142855,0.3529411764705882,0.8571428571428571,0.5714285714285714,0.0,0.42857142857142855,0.0,0.5714285714285714,0.0,0.15,0.39999999999999997,0.0,0.3529411764705882,0.0,0.14285714285714285,0.3,0.14285714285714285,0.0,0.0,0.14285714285714285,0.42857142857142855,0.0,0.0,0.0,0.0,0.14285714285714285,0.1875,0.0,0.39999999999999997,0.0,0.2857142857142857,0.42857142857142855,0.0,0.42857142857142855,0.0,0.14285714285714285,0.0,0.0,0.0,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.0,0.39999999999999997,0.0,0.0,0.5294117647058824,0.6,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.14285714285714285,1.0,0.0,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.0,0.42857142857142855,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.0,0.0,0.42857142857142855,0.42857142857142855,0.0,0.0,0.0,0.2857142857142857,0.0,0.5714285714285714,0.3,0.0,0.5714285714285714,0.42857142857142855,0.0,0.0,0.14285714285714285,0.15,0.14285714285714285,0.0
TCGA-BP-5191,1.0,0.8999999999999999,0.75,0.0,0.0,0.5294117647058824,0.0,0.15,0.55,0.15,0.0,0.19999999999999998,0.15,0.8999999999999999,0.3,0.44999999999999996,0.0,0.3529411764705882,0.0,0.0,0.15,0.15,0.8999999999999999,0.15,0.19999999999999998,0.15,0.0,0.15,0.1764705882352941,0.6,0.3,0.15,0.3,0.15,0.19999999999999998,0.3,0.6,0.8999999999999999,0.15,0.24999999999999997,0.8999999999999999,0.3,0.0,0.19999999999999998,0.0,0.6,0.0,0.0,0.19999999999999998,0.0,0.19999999999999998,0.44999999999999996,0.7333333333333334,0.15,0.15,0.0,0.0,0.44999999999999996,0.0,0.0,0.0,0.0,0.15,0.8999999999999999,0.0,0.375,0.9333333333333335,0.11764705882352941,0.13333333333333333,0.0,0.0,0.0,0.44999999999999996,0.0,1.0,0.0,0.0,0.0,0.6,0.0,0.44999999999999996,0.3,0.3,0.6,0.3333333333333333,0.6,0.0,0.75,1.0,1.0,0.3,0.8999999999999999,0.0,0.0,0.19999999999999998,0.0,0.3,0.15,0.19999999999999998,0.3,0.15,0.3,1.0
TCGA-BP-5192,0.0,0.0,0.0,1.0,0.42857142857142855,0.16666666666666666,1.0,0.0,0.15,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2857142857142857,0.8571428571428571,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.39999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.39999999999999997,0.0,0.5714285714285714,1.0,0.0,1.0,0.0,0.42857142857142855,0.0,0.0,0.0,1.0,1.0,0.42857142857142855,0.8571428571428571,0.14285714285714285,1.0,1.0,0.8571428571428571,0.0,0.39999999999999997,0.0,0.0,0.8823529411764706,0.7999999999999999,1.0,1.0,1.0,0.42857142857142855,0.42857142857142855,0.0,1.0,1.0,1.0,0.0,1.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.15,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-BP-5194,0.0,0.0,0.0,1.0,0.42857142857142855,0.16666666666666666,1.0,0.0,0.15,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2857142857142857,0.8571428571428571,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.39999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.39999999999999997,0.0,0.5714285714285714,1.0,0.0,1.0,0.0,0.42857142857142855,0.0,0.0,0.0,1.0,1.0,0.42857142857142855,0.8571428571428571,0.14285714285714285,1.0,1.0,0.8571428571428571,0.0,0.39999999999999997,0.0,0.0,0.8823529411764706,0.7999999999999999,1.0,1.0,1.0,0.42857142857142855,0.42857142857142855,0.0,1.0,1.0,1.0,0.0,1.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.15,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-BP-5195,0.0,0.0,0.0,1.0,0.42857142857142855,0.16666666666666666,1.0,0.0,0.15,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2857142857142857,0.8571428571428571,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.39999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.39999999999999997,0.0,0.5714285714285714,1.0,0.0,1.0,0.0,0.42857142857142855,0.0,0.0,0.0,1.0,1.0,0.42857142857142855,0.8571428571428571,0.14285714285714285,1.0,1.0,0.8571428571428571,0.0,0.39999999999999997,0.0,0.0,0.8823529411764706,0.7999999999999999,1.0,1.0,1.0,0.42857142857142855,0.42857142857142855,0.0,1.0,1.0,1.0,0.0,1.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.15,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-BP-5196,0.6,0.6,0.6,0.0,0.0,0.39999999999999997,0.0,0.19999999999999998,0.39999999999999997,0.19999999999999998,0.0,0.6,0.19999999999999998,0.6,0.39999999999999997,0.6,0.0,0.5333333333333333,0.0,0.0,0.19999999999999998,0.19999999999999998,0.6,0.19999999999999998,0.6,0.19999999999999998,0.39999999999999997,0.19999999999999998,0.3333333333333333,0.39999999999999997,0.39999999999999997,0.19999999999999998,0.39999999999999997,0.19999999999999998,0.39999999999999997,0.39999999999999997,0.6,0.6,0.19999999999999998,0.19999999999999998,0.6,0.39999999999999997,0.0,0.6,0.39999999999999997,0.6,0.0,0.0,0.6,0.0,0.6,0.39999999999999997,0.8666666666666665,0.19999999999999998,0.19999999999999998,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.19999999999999998,0.6,0.39999999999999997,0.23076923076923078,0.6666666666666667,0.0,0.06666666666666667,0.0,0.0,0.0,0.39999999999999997,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.39999999999999997,0.39999999999999997,0.39999999999999997,0.6,0.6666666666666667,0.6,0.0,0.6,0.6,0.6,0.39999999999999997,0.6,0.0,0.0,0.6,0.0,0.39999999999999997,0.19999999999999998,0.6,0.39999999999999997,0.19999999999999998,0.39999999999999997,0.6
TCGA-BP-5199,0.0,0.0,0.0,1.0,0.42857142857142855,0.16666666666666666,1.0,0.0,0.15,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2857142857142857,0.8571428571428571,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.39999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.39999999999999997,0.0,0.5714285714285714,1.0,0.0,1.0,0.0,0.42857142857142855,0.0,0.0,0.0,1.0,1.0,0.42857142857142855,0.8571428571428571,0.14285714285714285,1.0,1.0,0.8571428571428571,0.0,0.39999999999999997,0.0,0.0,0.8823529411764706,0.7999999999999999,1.0,1.0,1.0,0.42857142857142855,0.42857142857142855,0.0,1.0,1.0,1.0,0.0,1.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.15,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-BP-5200,0.44999999999999996,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.3333333333333333,0.14285714285714285,0.0,0.8999999999999999,0.15,0.2857142857142857,0.0,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.3529411764705882,0.5714285714285714,0.2857142857142857,0.0,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.0,0.15,0.19999999999999998,0.0,0.1764705882352941,0.2857142857142857,0.14285714285714285,0.15,0.14285714285714285,0.0,0.0,0.14285714285714285,0.8571428571428571,0.42857142857142855,0.0,0.0,0.42857142857142855,0.14285714285714285,0.1875,0.0,0.19999999999999998,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.0,0.5714285714285714,0.39999999999999997,0.0,0.0,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.19999999999999998,0.1875,0.6,0.1764705882352941,0.19999999999999998,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.5714285714285714,0.44999999999999996,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.39999999999999997,0.14285714285714285,1.0,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.15789473684210525,0.8571428571428571,0.14285714285714285,0.42857142857142855,0.44999999999999996,0.44999999999999996,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.3,0.0,0.2857142857142857,0.42857142857142855,0.0,0.0,0.14285714285714285,0.15,0.14285714285714285,0.44999999999999996
TCGA-CJ-4637,0.3,0.2857142857142857,0.42857142857142855,0.0,0.5714285714285714,0.3333333333333333,0.0,0.15,0.15,0.3,0.0,0.39999999999999997,0.14285714285714285,0.2857142857142857,1.0,0.42857142857142855,0.0,0.7058823529411764,0.2857142857142857,0.0,0.15,0.0,0.2857142857142857,0.42857142857142855,0.39999999999999997,0.3,0.19999999999999998,0.15,0.5294117647058824,0.7142857142857143,1.0,0.44999999999999996,1.0,0.15,0.39999999999999997,1.0,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.15,0.2857142857142857,1.0,0.0,0.39999999999999997,0.19999999999999998,0.5714285714285714,0.0,0.0,0.39999999999999997,0.0,0.39999999999999997,0.14285714285714285,0.39999999999999997,0.15,0.15,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.19999999999999998,0.1875,0.39999999999999997,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.3,0.0,0.0,0.0,0.39999999999999997,0.0,0.14285714285714285,1.0,1.0,0.7142857142857143,0.7894736842105263,0.2857142857142857,0.0,0.42857142857142855,0.3,0.3,0.8571428571428571,0.2857142857142857,0.0,0.15,0.39999999999999997,0.0,0.7142857142857143,0.15,0.39999999999999997,1.0,0.15,1.0,0.3
TCGA-CJ-4641,0.3,0.2857142857142857,0.42857142857142855,0.0,0.5714285714285714,0.3333333333333333,0.0,0.15,0.15,0.3,0.0,0.39999999999999997,0.14285714285714285,0.2857142857142857,1.0,0.42857142857142855,0.0,0.7058823529411764,0.2857142857142857,0.0,0.15,0.0,0.2857142857142857,0.42857142857142855,0.39999999999999997,0.3,0.19999999999999998,0.15,0.5294117647058824,0.7142857142857143,1.0,0.44999999999999996,1.0,0.15,0.39999999999999997,1.0,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.15,0.2857142857142857,1.0,0.0,0.39999999999999997,0.19999999999999998,0.5714285714285714,0.0,0.0,0.39999999999999997,0.0,0.39999999999999997,0.14285714285714285,0.39999999999999997,0.15,0.15,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.19999999999999998,0.1875,0.39999999999999997,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.3,0.0,0.0,0.0,0.39999999999999997,0.0,0.14285714285714285,1.0,1.0,0.7142857142857143,0.7894736842105263,0.2857142857142857,0.0,0.42857142857142855,0.3,0.3,0.8571428571428571,0.2857142857142857,0.0,0.15,0.39999999999999997,0.0,0.7142857142857143,0.15,0.39999999999999997,1.0,0.15,1.0,0.3
TCGA-CJ-4900,0.6,0.5714285714285714,0.7142857142857143,0.0,0.42857142857142855,0.5,0.0,0.15,0.44999999999999996,0.15,0.0,0.19999999999999998,0.14285714285714285,0.5714285714285714,0.7142857142857143,0.42857142857142855,0.0,0.3529411764705882,0.0,0.0,0.15,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.19999999999999998,0.15,0.0,0.15,0.1764705882352941,0.7142857142857143,0.7142857142857143,0.15,0.7142857142857143,0.15,0.19999999999999998,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.14285714285714285,0.15,0.5714285714285714,0.7142857142857143,0.0,0.19999999999999998,0.0,0.8571428571428571,0.0,0.0,0.19999999999999998,0.0,0.19999999999999998,0.42857142857142855,0.6,0.15,0.15,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.14285714285714285,0.5714285714285714,0.0,0.375,0.7999999999999999,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.6,0.0,0.0,0.0,0.6,0.0,0.42857142857142855,0.7142857142857143,0.7142857142857143,1.0,0.631578947368421,0.5714285714285714,0.0,0.7142857142857143,0.6,0.6,0.5714285714285714,0.5714285714285714,0.0,0.0,0.19999999999999998,0.0,0.42857142857142855,0.15,0.19999999999999998,0.7142857142857143,0.15,0.7142857142857143,0.6
TCGA-CJ-4902,0.3333333333333333,0.3157894736842105,0.3157894736842105,0.0,0.3157894736842105,0.375,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.6666666666666667,0.15789473684210525,0.3157894736842105,0.7894736842105263,0.3157894736842105,0.0,0.6,0.15789473684210525,0.0,0.16666666666666666,0.0,0.3157894736842105,0.3157894736842105,0.6666666666666667,0.3333333333333333,0.46666666666666673,0.16666666666666666,0.39999999999999997,0.631578947368421,0.7894736842105263,0.3333333333333333,0.7894736842105263,0.16666666666666666,0.46666666666666673,0.7894736842105263,0.3157894736842105,0.3157894736842105,0.15789473684210525,0.16666666666666666,0.3157894736842105,0.7894736842105263,0.0,0.6666666666666667,0.46666666666666673,0.47368421052631576,0.0,0.0,0.6666666666666667,0.0,0.6666666666666667,0.15789473684210525,0.6666666666666667,0.16666666666666666,0.16666666666666666,0.0,0.0,0.3157894736842105,0.0,0.0,0.0,0.0,0.0,0.3157894736842105,0.46666666666666673,0.1875,0.46666666666666673,0.0,0.06666666666666667,0.0,0.0,0.0,0.15789473684210525,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666667,0.0,0.15789473684210525,0.7894736842105263,0.7894736842105263,0.631578947368421,1.0,0.3157894736842105,0.0,0.3157894736842105,0.3333333333333333,0.3333333333333333,0.631578947368421,0.3157894736842105,0.0,0.16666666666666666,0.6666666666666667,0.0,0.631578947368421,0.16666666666666666,0.6666666666666667,0.7894736842105263,0.16666666666666666,0.7894736842105263,0.3333333333333333
TCGA-CJ-4903,0.6,0.5714285714285714,0.5714285714285714,0.0,0.0,0.5,0.0,0.15,0.75,0.3,0.14285714285714285,0.19999999999999998,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.8571428571428571,0.0,0.5294117647058824,0.42857142857142855,0.14285714285714285,0.15,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.19999999999999998,0.3,0.0,0.15,0.3529411764705882,0.42857142857142855,0.2857142857142857,0.3,0.2857142857142857,0.15,0.19999999999999998,0.2857142857142857,1.0,0.5714285714285714,0.14285714285714285,0.15,0.5714285714285714,0.2857142857142857,0.0,0.19999999999999998,0.0,0.5714285714285714,0.14285714285714285,0.0,0.19999999999999998,0.0,0.19999999999999998,0.42857142857142855,0.6,0.15,0.15,0.0,0.0,0.5714285714285714,0.14285714285714285,0.42857142857142855,0.0,0.0,0.14285714285714285,0.5714285714285714,0.0,0.375,0.7999999999999999,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.42857142857142855,0.6,0.0,0.0,0.0,0.6,0.0,0.8571428571428571,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.3157894736842105,1.0,0.0,0.5714285714285714,0.6,0.6,0.42857142857142855,0.5714285714285714,0.14285714285714285,0.15,0.19999999999999998,0.14285714285714285,0.5714285714285714,0.15,0.19999999999999998,0.2857142857142857,0.3,0.2857142857142857,0.6
TCGA-CJ-4904,0.0,0.0,0.0,1.0,0.42857142857142855,0.16666666666666666,1.0,0.0,0.15,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2857142857142857,0.8571428571428571,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.39999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.39999999999999997,0.0,0.5714285714285714,1.0,0.0,1.0,0.0,0.42857142857142855,0.0,0.0,0.0,1.0,1.0,0.42857142857142855,0.8571428571428571,0.14285714285714285,1.0,1.0,0.8571428571428571,0.0,0.39999999999999997,0.0,0.0,0.8823529411764706,0.7999999999999999,1.0,1.0,1.0,0.42857142857142855,0.42857142857142855,0.0,1.0,1.0,1.0,0.0,1.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.15,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
